CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,MEDV,Price_per_sqft,YearBuilt,Property_Age
-0.41816246158384074,0.2906913194113828,-1.2960651887694243,-0.2711630722733202,-0.14546165063679395,0.4107882094469817,-0.12169737045850378,0.146011372268394,-0.9775759071568344,-0.6643666974764189,-1.4557407965209075,0.44385343733360166,-1.014091184900682,0.13908298973655836,0.3385759049019373,1970.0365092111376,54.96349078886237
-0.4157092264968706,-0.4847665564429963,-0.5982704385469274,-0.2711630722733202,-0.7444353785266803,0.19068052579885836,0.36633996778337574,0.5643599667722845,-0.8623680454047259,-0.9862950971913119,-0.31844329923894843,0.44385343733360166,-0.4800583119597496,-0.1142157608023708,-0.5989901712503807,1969.890098009665,55.10990199033495
-0.41571156402434745,-0.4847665564429963,-0.5982704385469274,-0.2711630722733202,-0.7444353785266803,1.2826433200012353,-0.2677523402973149,0.5643599667722845,-0.8623680454047259,-0.9862950971913119,-0.31844329923894843,0.3990265429682151,-1.136045807327097,1.2683732525559515,0.9888744850397926,1970.080325702089,54.91967429791089
-0.4151178320452236,-0.4847665564429963,-1.315122608418358,-0.2711630722733202,-0.8399239438424588,1.0153697041428005,-0.8127867399397058,1.0866875757578165,-0.7471601836526175,-1.1055278378264577,0.09098379978255647,0.4188517050954133,-1.2759726899005628,1.1311697626806976,1.1140471870151556,1970.243836021982,54.756163978018094
-0.41083080665265254,-0.4847665564429963,-1.315122608418358,-0.2711630722733202,-0.8399239438424588,1.2283310344257254,-0.5135521675870205,1.0866875757578165,-0.7471601836526175,-1.1055278378264577,0.09098379978255647,0.44385343733360166,-0.9691605345330557,1.426684971642782,1.1614824763503528,1970.1540656502762,54.84593434972385
-0.4154123605073087,-0.4847665564429963,-1.315122608418358,-0.2711630722733202,-0.8399239438424588,0.20354396185621534,-0.3532479323980818,1.0866875757578165,-0.7471601836526175,-1.1055278378264577,0.09098379978255647,0.4132345758260404,-0.9845653289448133,0.6351263762086281,3.1203400504569383,1970.1059743797193,54.89402562028067
-0.40858210521990795,0.053745857344766966,-0.48099400993810426,-0.2711630722733202,-0.2669925519477855,-0.39389117947440533,-0.07182494173305672,0.8473927520631388,-0.5167444601484006,-0.5749421420000597,-1.5012326964121865,0.4295352646861813,-0.05771019850406025,0.022987729072881977,-0.058360608895979854,1970.02154748252,54.97845251748004
-0.40200664042748563,0.053745857344766966,-0.48099400993810426,-0.2711630722733202,-0.2669925519477855,-0.1652078717880431,0.9790583778388736,1.0334102550348834,-0.5167444601484006,-0.5749421420000597,-1.5012326964121865,0.44385343733360166,0.8049582885543691,0.4662605425160085,-2.8222658973187866,1969.7062824866484,55.29371751335157
-0.39421215505587803,0.053745857344766966,-0.48099400993810426,-0.2711630722733202,-0.2669925519477855,-0.9384433059025533,1.1179887150026206,1.0961792380889386,-0.5167444601484006,-0.5749421420000597,-1.5012326964121865,0.330739873418978,2.188822319877267,-0.6524756056975958,0.6952743992031288,1969.6646033854993,55.33539661450072
-0.3990274616582207,0.053745857344766966,-0.48099400993810426,-0.2711630722733202,-0.2669925519477855,-0.40532534485872346,0.6157021114106133,1.33943289582122,-0.5167444601484006,-0.5749421420000597,-1.5012326964121865,0.33162099173574194,0.5417930506868427,-0.39917685515866674,0.9848307297383543,1969.8152893665767,55.184710633423265
